locationFips,location,year,count_birth,rate_fertility,rate_birth,count_crudeDeathDup,rate_deathCrudeTenThousand,rate_naturalIncrease,count_pregnancies,rate_pregnancy,count_abortions,rate_abortion,count_fetalDeaths,rate_fetalDeaths,count_noPreviousBirths,percent_noPreviousBirths,count_fourPlusBirths,percent_fourPlusBirths,count_liveBirthWithInOneYr,percent_liveBirthWithInOneYr,count_birth15To17Yr,count_birth18To19Yr,count_birth15To19Yr,count_pregnancy15To17Yr,count_pregnancy18To19Yr,count_pregnancy15To19Yr,rate_birth15To17Yr,rates_birth18To19Yr,rate_birth15To19Yr,rate_pregnancy15To17Yr,rates_pregnancy18To19Yr,rate_pregnancy15To19Yr,count_birthMotherWhite,count_birthMotherAfricanAmerican,count_birthMotherAmericanIndian,count_birthMotherAsianPacificIslander,count_birthMotherOtherUnknown,count_birthMotherHispanic,count_birthMotherLeHighSchool,count_birthMotherHighSchoolGED,count_birthMotherSomeCollegeNoDegree,count_birthMotherAssociateDegree,count_birthMotherBachelorDegree,count_birthMotherGraduateDegree,count_birthToUnmarriedMothers,count_birthToForeignBornMothers,count_birthWithNoFatherDocumented,count_birthOnMedicaid,count_birthForMothersSmoked,percent_birthToUnmarriedMothers,percent_birthToForeignBornMothers,percent_birthWithNoFatherDocumented,percent_birthOnMedicaid,percent_birthForMothersSmoked,count_firstTrimesterPNC,count_adequacyPNCInadequate,count_adequacyPNCIntermediate,count_adequacyPNCAdequate,count_adequacyPNCIntensive,count_birthOutOfState,percent_firstTrimesterPNC,percent_adequacyPNCInadequate,percent_adequacyPNCIntermediate,percent_adequacyPNCAdequate,percent_adequacyPNCIntensive,percent_birthOutOfState,count_birthVaginal,count_birthVBAC,count_birthTotalCesarean,count_birthFirstTimeCesarean,count_birthRepeatCesarean,percent_birthVaginal,percent_birthVBAC,percent_birthTotalCesarean,percent_birthFirstTimeCesarean,percent_birthRepeatCesarean,count_birthSingleton,count_birthPreterm,percent_birthPreterm,count_birthLowBirthWeight,percent_birthLowBirthWeight,count_birthVeryLowBirthWeight,percent_birthVeryLowBirthWeight,count_crudeDeath,rate_crudeDeathOneHundredThousand,rate_ageAdjustedDeath,count_crudeDeathPrematureLe75Yrs,rate_ageAdjustedDeathPrematureLe75Yrs,count_crudeDeathLe1Yrs,count_crudeDeath1To4Yrs,count_crudeDeath5To9Yrs,count_crudeDeath10To14Yrs,count_crudeDeath15To19Yrs,count_crudeDeath20To34Yrs,count_crudeDeath35To49Yrs,count_crudeDeath50To64Yrs,count_crudeDeath65To79Yrs,count_crudeDeath80PlusYrs,rate_crudeDeathLe1Yrs,rate_crudeDeath1To4Yrs,rate_crudeDeath5To9Yrs,rate_crudeDeath10To14Yrs,rate_crudeDeath15To19Yrs,rate_crudeDeath20To34Yrs,rate_crudeDeath35To49Yrs,rate_crudeDeath50To64Yrs,rate_crudeDeath65To79Yrs,rate_crudeDeath80PlusYrs,count_crudeDeathCancer,count_crudeDeathHeartDisease,count_crudeDeathCOVID19,count_crudeDeathUnintentInjury,count_crudeDeathChonicLowerRespiratoryDisease,count_crudeDeathStroke,count_crudeDeathAlzheimer,count_crudeDeathDiabetes,count_crudeDeathInfluenzaPneumonia,count_crudeDeathSuicide,count_crudeDeathNephritis,count_crudeDeathParkinson,count_crudeDeathChronicLiverDisease,count_crudeDeathHypertension,rate_crudeDeathCancer,rate_crudeDeathHeartDisease,rate_crudeDeathRateCOVID19,rate_crudeDeathUnintentInjury,rate_crudeDeathAlzheimer,rate_crudeDeathChonicLowerRespiratoryDisease,rate_crudeDeathStroke,rate_crudeDeathDiabetes,rate_crudeDeathSuicide,rate_crudeDeathInfluenzaPneumonia,rate_crudeDeathParkinson,rate_crudeDeathChronicLiverDisease,rate_crudeDeathChronicHypertension
,CHB - Morrison: Todd: Wadena,2017,877,78.7,12.3,699,9.8,2.5,905,81.3,25,2.2,3,NA,284,0.324,98,0.112,7,NA,8,35,43,8,38,46,NA,50.4,21.2,NA,54.7,22.7,803,11,2,4,5,52,70,118,143,139,128,36,303,57,86,446,155,0.345,0.065,0.098,0.509,0.177,705,91,71,422,272,6,0.804,0.104,0.081,0.481,0.31,NA,628,25,223,124,99,0.716,0.029,0.254,0.141,0.113,862,61,0.071,39,0.045,6,NA,699,981.1,656.9,268,281,6,0,0,0,1,9,21,113,203,346,NA,NA,NA,NA,NA,NA,177.6,727.9,1963.1,8752.8,164,140,,53,47,33,40,31,10,6,,10,,,230.2,196.5,,74.4,56.1,66,46.3,43.5,NA,NA,NA,,
,CHB - Morrison: Todd: Wadena,2018,857,76.7,12,792,11.1,0.9,895,80.1,33,3,5,NA,261,0.305,102,0.119,9,NA,7,22,29,8,30,38,NA,33.2,14.8,NA,45.2,19.4,780,13,4,4,4,52,78,144,124,149,112,39,295,43,89,463,131,0.344,0.05,0.104,0.54,0.153,694,90,47,391,309,4,0.81,0.105,0.055,0.456,0.361,NA,598,27,230,,,0.698,0.032,0.268,,,826,72,0.087,45,0.054,6,NA,792,1107.3,708.3,293,300.3,5,0,0,1,4,12,24,109,230,407,NA,NA,NA,NA,NA,NA,203,702.1,2224.2,10296,182,148,,54,46,37,33,31,8,8,,12,,,254.5,206.9,,75.5,46.1,64.3,51.7,43.3,NA,NA,NA,,
,CHB - Morrison: Todd: Wadena,2016,953,85.2,13.5,738,10.4,3,996,89.1,39,3.5,,,,,,0.11,,0.026,,,,,,,7.9,51.3,23,9.3,55.3,25.4,,,,,,,,,,,,,,,,,,0.365,0.05,0.1,,0.15,,,,,,,,,,,,,,,,,,,,0.265,0.142,0.124,,61,0.066,35,0.038,,,738,1042.2,703.3,269,291.1,,,,,,,,,,,,,,,,,,,,,177,148,,42,47,43,29,23,,14,,7,8,,,,,,,,,,,,,,
,CHB - Morrison: Todd: Wadena,2015,849,77.8,12.3,769,10.8,1.5,881,80.6,29,2.6,,,,,,0.093,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,,0.085,,0.192,,,,,,,,,,,,,,,,,,,,0.263,0.143,0.12,,61,0.078,31,0.038,,,769,1084.5,725.1,293,305,,,,,,,,,,,,,,,,,,,,,171,155,,50,46,47,28,40,23,9,4,,,,,,,,,,,,,,,,
,CHB - Richfield,2020,442,56.9,12.2,349,9.6,2.6,496,63.9,52,6.7,2,NA,191,0.432,18,NA,6,NA,1,7,8,2,9,11,NA,NA,NA,NA,NA,NA,258,54,2,34,0,94,54,69,63,26,141,88,115,134,39,*,12,0.26,0.303,0.088,*,NA,359,36,59,196,150,0,0.812,0.081,0.133,0.443,0.339,NA,321,7,114,,,0.726,NA,0.258,,,432,31,0.072,24,0.056,1,NA,349,962.7,729.2,144,336.5,2,0,0,0,0,9,18,55,95,170,NA,NA,NA,NA,NA,NA,NA,876.4,2465.6,8722.4,57,52,33,29,14,15,7,15,,,,,8,11,157.2,143.4,91,80,NA,NA,NA,NA,,,,NA,NA
,CHB - Richfield,2018,503,66.2,14,260,7.2,6.8,589,77.5,80,10.5,6,NA,244,0.485,25,0.05,4,NA,2,10,12,5,16,21,NA,NA,NA,NA,NA,24.4,266,90,1,45,3,98,48,49,65,32,150,82,142,160,61,211,13,0.282,0.318,0.121,0.419,NA,386,50,37,165,245,0,0.767,0.099,0.074,0.328,0.487,NA,354,2,147,,,0.704,NA,0.292,,,485,57,0.118,37,0.076,31,NA,260,722.6,558.8,102,252.8,3,0,1,0,0,4,9,45,65,133,NA,NA,NA,NA,NA,NA,NA,731.7,1774.5,6472,55,45,,19,18,14,7,7,4,2,,5,,,152.9,125.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
,CHB - Richfield,2017,530,73.6,14.7,295,8.2,6.5,610,84.7,74,10.3,6,NA,242,0.457,25,0.047,5,NA,3,11,14,5,16,21,NA,NA,NA,NA,NA,25.9,281,81,4,44,9,111,60,49,72,33,151,77,161,189,61,259,14,0.304,0.357,0.115,0.489,NA,404,64,21,202,230,0,0.762,0.121,0.04,0.381,0.434,NA,362,6,162,122,40,0.683,NA,0.306,0.23,0.075,498,49,0.098,43,0.086,34,NA,295,819.6,586.9,110,266.3,1,0,1,0,0,13,8,51,69,152,NA,NA,NA,NA,NA,NA,NA,829.3,1883.7,7396.6,62,57,,22,22,9,12,9,8,4,,6,,,172.3,158.4,,61.1,NA,61.1,NA,NA,NA,NA,NA,,
,CHB - Richfield,2019,499,65.5,13.8,300,8.3,5.5,566,74.3,66,8.7,1,NA,238,0.477,20,0.04,7,NA,0,8,8,5,16,21,NA,NA,NA,NA,NA,26.5,278,73,5,43,6,94,43,48,53,44,160,85,147,147,59,203,6,0.295,0.295,0.118,0.407,NA,381,46,32,179,238,0,0.764,0.092,0.064,0.359,0.477,NA,339,9,149,,,0.679,NA,0.299,,,469,57,0.122,52,0.111,40,NA,300,831.9,643.1,96,236.7,3,0,0,0,1,7,8,35,71,175,NA,NA,NA,NA,NA,NA,NA,569,1828.5,10348.9,61,53,,25,15,24,14,9,2,4,,6,,,169.1,147,,69.3,NA,NA,66.6,NA,NA,NA,NA,,
,CHB - St. Paul,2020,4379,60.8,14.3,2531,8.3,6,5581,77.5,1177,16.4,25,5.7,1508,0.344,462,0.106,91,0.032,47,127,174,80,191,271,8.3,29.5,17.4,14.1,44.4,27.1,1464,1195,42,1231,5,443,810,1002,829,301,793,619,2184,1642,762,*,205,0.499,0.375,0.174,*,0.047,3245,717,762,1709,1158,11,0.741,0.164,0.174,0.39,0.264,NA,2988,123,1268,,,0.682,0.028,0.29,,,4213,334,0.079,317,0.075,49,0.012,2531,827.5,967.9,1314,413.2,14,4,1,5,7,108,174,499,767,952,NA,NA,NA,NA,NA,132.5,305.9,1010.3,2910.6,13262.7,403,336,323,221,81,131,117,93,,,,,65,43,131.8,109.8,105.6,72.3,38.3,26.5,42.8,30.4,,,,21.3,14.1
,CHB - St. Paul,2019,4559,63.9,15,2134,7,8,5871,82.2,1283,18,29,6.3,1540,0.338,529,0.116,90,0.03,49,134,183,90,243,333,8.7,30,18.1,16,54.4,33,1530,1190,32,1338,13,456,613,675,611,285,760,613,2197,1732,790,2985,257,0.482,0.38,0.173,0.655,0.056,3428,697,527,1899,1394,22,0.752,0.153,0.116,0.417,0.306,0.005,3294,152,1108,,,0.723,0.033,0.243,,,4427,437,0.099,383,0.087,317,0.015,2135,701,814.9,1075,345.4,36,3,1,2,13,90,116,414,587,873,NA,175.4,NA,NA,NA,109.8,205.6,848.2,2370.4,11988.5,449,323,,169,109,134,98,75,22,38,,31,,,147.4,106.1,,55.5,32.2,35.8,44,24.6,12.5,7.2,10.2,,
,CHB - St. Paul,2017,4904,69.9,16.3,2132,7.1,9.2,6332,90.3,1399,20,29,5.9,1783,0.364,539,0.11,121,0.039,55,171,226,90,243,333,10.2,38.2,22.9,16.7,54.3,33.8,1760,1246,32,1393,38,435,638,696,586,338,785,660,2319,1868,797,3215,295,0.473,0.381,0.163,0.656,0.06,3439,952,615,1895,1366,19,0.701,0.194,0.125,0.386,0.279,NA,3561,117,1225,771,454,0.726,0.024,0.25,0.157,0.093,4746,437,0.092,421,0.089,335,0.018,2132,708.7,840.5,1055,357.6,36,9,2,0,15,69,138,413,566,884,NA,NA,NA,NA,NA,84.1,256.7,824.8,2585.9,11967,446,329,,178,89,107,118,91,33,45,,27,,,148.3,109.4,,59.2,39.2,29.6,35.6,30.3,15,11,9,,
,CHB - St. Paul,2018,4811,68.3,15.9,2148,7.1,8.8,6114,86.8,1271,18,32,6.6,1661,0.345,548,0.114,105,0.033,56,144,200,90,243,333,10.3,32.3,20.2,16.5,54.6,33.6,1638,1221,35,1409,21,487,675,658,677,309,813,568,2343,1815,796,3217,296,0.487,0.377,0.165,0.669,0.062,3476,813,536,1936,1472,17,0.723,0.169,0.111,0.402,0.306,NA,3569,130,1112,,,0.742,0.027,0.231,,,4646,431,0.093,419,0.09,340,0.017,2164,714.8,848.6,1041,346.6,30,5,3,3,13,71,127,372,636,904,NA,NA,NA,NA,NA,86.5,236.2,742.9,2905.7,12237.7,470,344,,164,102,117,125,75,36,41,,30,,,155.2,113.6,,54.2,41.3,33.7,38.6,24.8,13.5,11.9,9.9,,
27023,Chippewa,2015,195,98.2,16.1,144,11.9,4.2,204,102.8,9,,,,,,,0.046,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446,,0.133,,0.179,,,,,,,,,,,,,,,,,,,,0.292,0.154,0.138,,10,0.061,5,0.027,,,144,1189.2,690.8,49,313.9,,,,,,,,,,,,,,,,,,,,,30,32,,8,8,11,8,6,3,2,1,,,,,,,,,,,,,,,,
27023,Chippewa,2016,145,75,12,157,11.9,0.1,154,79.7,9,,,,,,,0.034,,0.019,,,,,,,7.9,63.4,25.9,13.2,63.4,29.4,,,,,,,,,,,,,,,,,,0.331,0.15,0.1,,0.13,,,,,,,,,,,,,,,,,,,,0.324,0.138,0.186,,11,0.076,7,0.048,,,157,1294,726.2,41,245.6,,,,,,,,,,,,,,,,,,,,,33,34,,6,12,12,11,4,,3,,1,0,,,,,,,,,,,,,,
27023,Chippewa,2017,163,87.4,13.6,164,13.7,-0.1,168,90.1,5,NA,0,NA,47,0.288,10,NA,3,NA,4,5,9,4,6,10,NA,NA,NA,NA,NA,NA,115,4,4,11,0,29,15,19,21,24,28,10,69,32,25,106,25,0.423,0.196,0.153,0.65,0.153,140,15,23,90,35,0,0.859,NA,0.141,0.552,0.215,NA,110,5,48,16,32,0.675,NA,0.294,NA,0.196,161,10,NA,4,NA,0,NA,164,1368.9,775.9,46,288.7,1,0,0,0,0,2,4,19,37,101,NA,NA,NA,NA,NA,NA,NA,NA,2130.1,12932.1,39,38,,9,12,9,7,6,1,1,,2,,,325.5,317.2,,NA,NA,NA,NA,NA,NA,NA,NA,,
27023,Chippewa,2019,127,68,10.8,160,13.6,-2.8,139,74.4,9,NA,3,NA,44,0.346,10,NA,1,NA,2,6,8,2,6,8,NA,NA,NA,NA,NA,NA,93,2,4,7,2,19,8,13,19,18,25,14,48,25,12,77,12,0.378,0.197,NA,0.606,NA,111,9,13,70,35,0,0.874,NA,NA,0.551,0.276,NA,90,1,35,,,0.709,NA,0.276,,,123,7,NA,7,NA,1,NA,160,1355.9,807.3,54,335.8,1,0,0,0,1,1,4,16,46,91,NA,NA,NA,NA,NA,NA,NA,NA,2504.1,12465.8,34,32,,12,8,8,9,2,4,3,,4,,,288.1,271.2,,NA,NA,NA,NA,NA,NA,NA,NA,,
27023,Chippewa,2018,164,87.9,13.8,167,14,-0.3,169,90.6,5,NA,0,NA,53,0.323,11,NA,2,NA,1,9,10,1,9,10,NA,NA,NA,NA,NA,NA,115,3,2,18,0,26,16,21,20,25,26,10,69,39,21,99,15,0.421,0.238,0.128,0.604,NA,141,14,18,90,41,0,0.86,NA,NA,0.549,0.25,NA,115,1,48,,,0.701,NA,0.293,,,158,12,NA,8,NA,2,NA,167,1400.5,807.5,47,305,0,0,0,0,0,1,6,13,41,106,NA,NA,NA,NA,NA,NA,NA,NA,2360.4,13572.3,41,37,,8,9,11,14,3,3,1,,3,,,343.8,310.3,,NA,NA,NA,NA,NA,NA,NA,NA,,
27023,Chippewa,2020,139,73.1,11.8,178,15.1,-3.3,151,79.4,10,NA,2,NA,32,0.23,5,NA,2,NA,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,94,1,1,16,0,27,14,36,23,20,34,11,57,33,14,*,21,0.41,0.237,NA,*,0.151,113,17,12,74,34,2,0.813,NA,NA,0.532,0.245,NA,86,4,49,,,0.619,NA,0.353,,,129,12,NA,6,NA,0,NA,178,1513.9,955.6,59,407.8,1,1,0,0,0,1,7,19,46,103,NA,NA,NA,NA,NA,NA,NA,NA,2509.5,14446,37,19,28,5,8,15,4,3,,,,,1,3,314.7,NA,238.1,NA,NA,NA,NA,NA,,,,NA,NA
27025,Chisago,2019,577,60,10.2,484,8.6,1.6,622,64.7,44,4.6,1,NA,193,0.334,36,0.062,3,NA,2,14,16,3,17,20,NA,NA,NA,NA,NA,12,544,3,2,15,3,10,18,58,115,87,138,60,181,14,54,212,62,0.314,NA,0.094,0.367,0.107,472,27,27,289,183,47,0.818,0.047,0.047,0.501,0.317,0.081,424,9,144,,,0.735,NA,0.25,,,553,34,0.061,24,0.043,2,NA,484,855.4,735,172,221.1,2,0,1,0,1,5,12,70,155,238,NA,NA,NA,NA,NA,NA,NA,552.1,2213.3,12280.7,133,89,,24,29,27,37,11,1,6,,8,,,235.1,157.3,,42.4,65.4,51.3,47.7,NA,NA,NA,NA,,
27025,Chisago,2017,594,63.4,10.7,444,8,2.7,650,69.4,55,5.9,1,NA,215,0.362,20,0.034,5,NA,4,7,11,5,13,18,NA,NA,NA,NA,NA,NA,565,6,1,8,3,11,10,73,106,107,135,42,209,17,64,215,80,0.352,NA,0.108,0.362,0.135,469,35,28,296,177,56,0.79,0.059,0.047,0.498,0.298,0.094,436,7,151,94,57,0.734,NA,0.254,0.158,0.096,584,35,0.06,27,0.046,3,NA,444,802.8,705.9,200,279.5,1,1,0,1,3,12,20,69,141,196,NA,NA,NA,NA,NA,NA,183.6,554.5,2200,10447.8,93,92,,22,27,21,24,11,9,8,,8,,,168.1,166.3,,39.8,43.4,48.8,38,NA,NA,NA,NA,,
27025,Chisago,2020,578,60,10.2,504,8.9,1.3,626,65,46,4.8,2,NA,210,0.363,21,0.036,7,NA,1,7,8,1,10,11,NA,NA,NA,NA,NA,NA,527,10,2,23,3,13,20,95,126,118,153,62,173,20,57,*,60,0.299,0.035,0.099,*,0.104,464,44,78,274,140,41,0.803,0.076,0.135,0.474,0.242,0.071,401,7,170,,,0.694,NA,0.294,,,556,55,0.099,33,0.059,7,NA,504,887.4,742.2,212,279,1,0,1,0,1,11,25,81,160,224,NA,NA,NA,NA,NA,NA,226.9,637.5,2193.6,11183.2,117,89,27,18,35,16,38,14,,,,,9,10,206,156.7,47.5,NA,66.9,61.6,NA,NA,,,,NA,NA
27025,Chisago,2018,599,63.3,10.7,444,7.9,2.8,663,70,62,6.5,2,NA,202,0.337,32,0.053,3,NA,4,14,18,5,17,22,NA,NA,NA,NA,NA,12.9,570,2,3,12,2,10,14,68,121,99,155,46,176,17,52,197,63,0.294,NA,0.087,0.329,0.105,494,19,39,264,216,57,0.825,NA,0.065,0.441,0.361,0.095,414,9,176,,,0.691,NA,0.294,,,571,46,0.081,35,0.061,2,NA,444,794,693,179,240.3,1,0,2,0,4,6,14,71,136,210,NA,NA,NA,NA,NA,NA,NA,570.6,2122,11194,100,88,,30,29,20,36,13,3,9,,7,,,178.8,157.4,,53.6,64.4,51.9,35.8,NA,NA,NA,NA,,
27025,Chisago,2015,594,63.2,10.9,419,7.7,3.2,651,69.2,53,5.6,,,,,,0.044,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307,,0.104,,0.115,,,,,,,,,,,,,,,,,,,,0.249,0.133,0.116,,49,0.093,22,0.039,,,419,771.7,700.1,163,242.9,,,,,,,,,,,,,,,,,,,,,82,93,,31,17,15,27,11,14,9,5,,,,,,,,,,,,,,,,
27025,Chisago,2016,577,62,10.5,395,7.7,2.8,625,67.2,45,4.8,,,,,,0.038,,0.026,,,,,,,4.9,27.9,12.2,6.7,34.9,15.7,,,,,,,,,,,,,,,,,,0.349,0.02,0.13,,0.13,,,,,,,,,,,,,,,,,,,,0.246,0.151,0.095,,42,0.075,33,0.059,,,395,721.5,623,178,247.5,,,,,,,,,,,,,,,,,,,,,93,82,,16,17,15,24,15,,6,,1,5,,,,,,,,,,,,,,
27027,Clay,2017,907,62.8,14.3,523,8.2,6,921,63.8,13,NA,1,NA,326,0.359,54,0.06,5,NA,7,24,31,7,26,33,NA,15,11.1,NA,16.2,11.9,746,91,22,12,36,0,48,107,127,130,234,90,259,129,80,364,88,0.286,0.142,0.088,0.401,0.097,26,5,3,14,11,872,0.029,NA,NA,NA,NA,0.961,637,1,268,147,121,0.702,NA,0.295,0.162,0.133,886,57,0.064,45,0.051,9,NA,523,822.7,758,202,313.8,5,1,0,0,2,13,23,79,127,273,NA,NA,NA,NA,NA,NA,204.9,772,2208.7,10985.9,109,100,,33,20,26,33,7,14,13,,4,,,171.5,157.3,,51.9,51.9,31.5,40.9,NA,NA,NA,NA,,
27027,Clay,2020,839,57.5,13,568,8.8,4.2,845,57.9,5,NA,1,NA,274,0.327,68,0.081,15,NA,7,17,24,7,18,25,NA,NA,8.7,NA,NA,9.1,666,104,19,21,26,3,75,128,146,134,240,102,239,3,91,*,57,0.285,NA,0.108,*,0.068,22,10,2,18,4,804,0.026,NA,NA,NA,NA,0.958,583,0,256,,,0.695,NA,0.305,,,807,64,0.079,43,0.053,10,NA,568,878,781.9,220,327.5,5,4,0,0,4,15,33,75,138,294,NA,NA,NA,NA,NA,NA,277,758.1,2139.2,11648.2,95,84,83,30,16,28,38,20,,,,,10,6,146.9,129.9,128.3,46.4,58.7,NA,43.3,30.9,,,,NA,NA
27027,Clay,2019,870,59.7,13.5,486,7.6,6,878,60.3,8,NA,0,NA,266,0.306,80,0.092,9,NA,6,16,22,6,16,22,NA,NA,7.9,NA,NA,7.9,704,101,29,11,25,0,56,82,131,123,241,97,256,3,80,349,68,0.294,NA,0.092,0.401,0.078,18,6,1,13,7,842,NA,NA,NA,NA,NA,0.968,592,0,278,,,0.68,NA,0.32,,,833,68,0.082,48,0.058,8,NA,486,756.8,676,181,263.1,4,0,0,0,2,14,14,74,133,245,NA,NA,NA,NA,NA,NA,NA,740.7,2186.4,9780.4,82,73,,9,18,12,47,20,4,7,,4,,,127.7,113.7,,NA,73.2,NA,NA,31.1,NA,NA,NA,,
27027,Clay,2018,820,56.6,12.8,474,7.4,5.4,825,57,5,NA,0,NA,261,0.318,70,0.085,16,NA,3,12,15,3,12,15,NA,NA,NA,NA,NA,NA,655,95,27,15,27,1,55,91,122,110,210,79,227,1,72,362,66,0.277,NA,0.088,0.441,0.08,13,2,0,12,2,803,NA,NA,NA,NA,NA,0.979,578,0,242,,,0.705,NA,0.295,,,786,58,0.074,47,0.06,4,NA,474,741.1,658.2,158,233.2,1,0,1,1,4,6,12,68,102,279,NA,NA,NA,NA,NA,NA,NA,664.5,1773.9,11227.4,87,93,,24,23,13,21,13,14,8,,7,,,136,145.4,,37.5,32.8,36,NA,NA,NA,NA,NA,,
27027,Clay,2016,917,64.4,14.6,475,7.7,6.9,927,65.1,10,,,,,,,0.085,,0.02,,,,,,,8.5,10.6,9.8,8.5,11.1,10.1,,,,,,,,,,,,,,,,,,0.257,0.15,0.08,,0.1,,,,,,,,,,,,,,,,,,,,0.288,0.144,0.144,,56,0.065,43,0.049,,,475,755.5,683.2,189,292.4,,,,,,,,,,,,,,,,,,,,,103,88,,28,26,21,35,14,,6,,9,3,,,,,,,,,,,,,,
27027,Clay,2015,863,60.3,13.8,477,7.7,6.2,881,61.5,17,,,,,,,0.05,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289,,0.057,,0.1,,,,,,,,,,,,,,,,,,,,0.254,0.129,0.125,,56,0.074,41,0.049,,,477,765.4,713.6,203,328.8,,,,,,,,,,,,,,,,,,,,,102,72,,35,23,19,36,12,22,6,8,,,,,,,,,,,,,,,,
27029,Clearwater,2016,117,84.9,13.3,96,11.2,2,120,87.1,,,,,,,,0.103,,NA,,,,,,,9.3,57,23.4,9.3,61.4,24.7,,,,,,,,,,,,,,,,,,0.368,0.02,0.21,,0.13,,,,,,,,,,,,,,,,,,,,0.291,0.137,0.154,,6,0.053,5,0.043,,,96,1087.6,758.5,45,378.8,,,,,,,,,,,,,,,,,,,,,21,9,,9,12,6,2,8,,2,,0,0,,,,,,,,,,,,,,
27029,Clearwater,2015,96,69.4,10.9,99,11.2,-0.3,99,71.6,,,,,,,,0.105,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,0.208,,0.147,,,,,,,,,,,,,,,,,,,,0.281,0.156,0.125,,13,0.153,4,0.043,,,99,1124.6,784.5,39,339.4,,,,,,,,,,,,,,,,,,,,,23,25,,2,3,9,1,7,4,0,2,,,,,,,,,,,,,,,,
27029,Clearwater,2017,110,81,12.4,114,12.8,-0.5,113,83.2,2,NA,1,NA,37,0.336,11,NA,1,NA,5,6,11,6,6,12,NA,NA,NA,NA,NA,NA,93,1,13,1,0,2,11,30,5,18,14,2,45,2,24,60,16,0.409,NA,0.218,0.545,NA,85,19,15,58,16,1,0.773,NA,NA,0.527,NA,NA,82,0,28,16,12,0.745,NA,0.255,NA,NA,108,1,NA,2,NA,1,NA,114,1284.1,880.3,48,415.3,1,0,0,0,0,6,3,11,39,54,NA,NA,NA,NA,NA,NA,NA,NA,2952.3,11042.9,28,23,,6,5,3,4,10,3,3,,1,,,315.4,259.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27029,Clearwater,2019,98,71.8,11.1,107,12.1,-1,100,73.3,2,NA,0,NA,27,0.276,13,NA,3,NA,1,6,7,2,7,9,NA,NA,NA,NA,NA,NA,76,0,19,1,0,2,9,24,6,11,12,3,46,1,25,55,24,0.469,NA,0.255,0.561,0.245,60,24,11,46,14,3,0.612,0.245,NA,0.469,NA,NA,75,3,20,,,0.765,NA,0.204,,,96,8,NA,1,NA,0,NA,107,1213.4,857.2,45,424.8,0,0,0,0,0,5,7,10,35,50,NA,NA,NA,NA,NA,NA,NA,NA,2719.5,9671.2,27,24,,8,7,3,0,8,1,3,,0,,,306.2,272.2,,NA,NA,NA,NA,NA,NA,NA,NA,,
27029,Clearwater,2018,114,83.5,12.9,85,9.6,3.3,115,84.2,1,NA,0,NA,31,0.272,17,NA,2,NA,3,4,7,3,4,7,NA,NA,NA,NA,NA,NA,91,0,20,3,0,0,14,22,10,18,14,5,45,3,30,63,20,0.395,NA,0.263,0.553,0.175,81,20,16,48,24,2,0.711,0.175,NA,0.421,0.211,NA,78,3,31,,,0.684,NA,0.272,,,108,7,NA,5,NA,2,NA,85,964.8,631,38,304.2,2,0,0,0,0,1,2,12,32,36,NA,NA,NA,NA,NA,NA,NA,NA,2422.4,7362,14,16,,3,11,3,1,6,1,0,,1,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27029,Clearwater,2020,117,82.5,13,116,12.9,0.1,121,85.3,3,NA,1,NA,39,0.333,13,NA,2,NA,2,10,12,2,11,13,NA,NA,NA,NA,NA,NA,97,1,19,0,0,0,36,20,24,17,16,4,41,1,22,*,20,0.35,NA,0.188,*,0.171,83,24,20,47,21,4,0.709,0.205,0.171,0.402,0.179,NA,96,2,19,,,0.821,NA,NA,,,113,14,NA,9,NA,3,NA,116,1286.5,852.8,48,395.4,1,0,0,0,1,1,5,20,35,53,NA,NA,NA,NA,NA,NA,NA,1089.3,2655.5,9515.3,22,27,10,9,6,7,3,4,,,,,1,4,244,299.4,NA,NA,NA,NA,NA,NA,,,,NA,NA
27031,Cook,2015,56,76.5,10.8,36,6.9,3.9,64,87.4,8,,,,,,,0.055,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,0.125,,0.179,,,,,,,,,,,,,,,,,,,,0.196,0.107,0.089,,3,0.055,4,0.071,,,36,693.1,431.2,14,NA,,,,,,,,,,,,,,,,,,,,,10,5,,2,2,2,2,3,1,0,0,,,,,,,,,,,,,,,,
27031,Cook,2016,48,65.3,9.1,53,6.9,2.1,55,74.8,7,,,,,,,0.042,,NA,,,,,,,0,54.1,17.5,0,81.1,26.3,,,,,,,,,,,,,,,,,,0.25,0.13,0.08,,0.23,,,,,,,,,,,,,,,,,,,,0.292,0.125,0.167,,3,0.063,4,0.083,,,53,1002.6,599.2,25,264.6,,,,,,,,,,,,,,,,,,,,,11,12,,4,4,2,0,1,,1,,1,0,,,,,,,,,,,,,,
