locationFips,location,year,count_birth,rate_fertility,rate_birth,count_crudeDeathDup,rate_deathCrudeTenThousand,rate_naturalIncrease,count_pregnancies,rate_pregnancy,count_abortions,rate_abortion,count_fetalDeaths,rate_fetalDeaths,count_noPreviousBirths,percent_noPreviousBirths,count_fourPlusBirths,percent_fourPlusBirths,count_liveBirthWithInOneYr,percent_liveBirthWithInOneYr,count_birth15To17Yr,count_birth18To19Yr,count_birth15To19Yr,count_pregnancy15To17Yr,count_pregnancy18To19Yr,count_pregnancy15To19Yr,rate_birth15To17Yr,rates_birth18To19Yr,rate_birth15To19Yr,rate_pregnancy15To17Yr,rates_pregnancy18To19Yr,rate_pregnancy15To19Yr,count_birthMotherWhite,count_birthMotherAfricanAmerican,count_birthMotherAmericanIndian,count_birthMotherAsianPacificIslander,count_birthMotherOtherUnknown,count_birthMotherHispanic,count_birthMotherLeHighSchool,count_birthMotherHighSchoolGED,count_birthMotherSomeCollegeNoDegree,count_birthMotherAssociateDegree,count_birthMotherBachelorDegree,count_birthMotherGraduateDegree,count_birthToUnmarriedMothers,count_birthToForeignBornMothers,count_birthWithNoFatherDocumented,count_birthOnMedicaid,count_birthForMothersSmoked,percent_birthToUnmarriedMothers,percent_birthToForeignBornMothers,percent_birthWithNoFatherDocumented,percent_birthOnMedicaid,percent_birthForMothersSmoked,count_firstTrimesterPNC,count_adequacyPNCInadequate,count_adequacyPNCIntermediate,count_adequacyPNCAdequate,count_adequacyPNCIntensive,count_birthOutOfState,percent_firstTrimesterPNC,percent_adequacyPNCInadequate,percent_adequacyPNCIntermediate,percent_adequacyPNCAdequate,percent_adequacyPNCIntensive,percent_birthOutOfState,count_birthVaginal,count_birthVBAC,count_birthTotalCesarean,count_birthFirstTimeCesarean,count_birthRepeatCesarean,percent_birthVaginal,percent_birthVBAC,percent_birthTotalCesarean,percent_birthFirstTimeCesarean,percent_birthRepeatCesarean,count_birthSingleton,count_birthPreterm,percent_birthPreterm,count_birthLowBirthWeight,percent_birthLowBirthWeight,count_birthVeryLowBirthWeight,percent_birthVeryLowBirthWeight,count_crudeDeath,rate_crudeDeathOneHundredThousand,rate_ageAdjustedDeath,count_crudeDeathPrematureLe75Yrs,rate_ageAdjustedDeathPrematureLe75Yrs,count_crudeDeathLe1Yrs,count_crudeDeath1To4Yrs,count_crudeDeath5To9Yrs,count_crudeDeath10To14Yrs,count_crudeDeath15To19Yrs,count_crudeDeath20To34Yrs,count_crudeDeath35To49Yrs,count_crudeDeath50To64Yrs,count_crudeDeath65To79Yrs,count_crudeDeath80PlusYrs,rate_crudeDeathLe1Yrs,rate_crudeDeath1To4Yrs,rate_crudeDeath5To9Yrs,rate_crudeDeath10To14Yrs,rate_crudeDeath15To19Yrs,rate_crudeDeath20To34Yrs,rate_crudeDeath35To49Yrs,rate_crudeDeath50To64Yrs,rate_crudeDeath65To79Yrs,rate_crudeDeath80PlusYrs,count_crudeDeathCancer,count_crudeDeathHeartDisease,count_crudeDeathCOVID19,count_crudeDeathUnintentInjury,count_crudeDeathChonicLowerRespiratoryDisease,count_crudeDeathStroke,count_crudeDeathAlzheimer,count_crudeDeathDiabetes,count_crudeDeathInfluenzaPneumonia,count_crudeDeathSuicide,count_crudeDeathNephritis,count_crudeDeathParkinson,count_crudeDeathChronicLiverDisease,count_crudeDeathHypertension,rate_crudeDeathCancer,rate_crudeDeathHeartDisease,rate_crudeDeathRateCOVID19,rate_crudeDeathUnintentInjury,rate_crudeDeathAlzheimer,rate_crudeDeathChonicLowerRespiratoryDisease,rate_crudeDeathStroke,rate_crudeDeathDiabetes,rate_crudeDeathSuicide,rate_crudeDeathInfluenzaPneumonia,rate_crudeDeathParkinson,rate_crudeDeathChronicLiverDisease,rate_crudeDeathChronicHypertension
27049,Goodhue,2019,511,66.5,11,535,11.5,-0.5,573,74.6,57,7.4,5,NA,180,0.352,25,0.049,5,NA,2,11,13,5,14,19,NA,NA,NA,NA,NA,NA,452,20,9,3,1,26,11,64,87,78,140,40,160,23,40,164,59,0.313,0.045,0.078,0.321,0.115,446,37,59,261,143,5,0.873,0.072,0.115,0.511,0.28,NA,341,12,157,,,0.667,NA,0.307,,,502,36,0.072,30,0.06,4,NA,535,1154.5,751,195,299,1,1,0,0,2,9,16,68,153,285,NA,NA,NA,NA,NA,NA,NA,670.5,2241.1,11354.6,101,120,,34,40,19,28,12,2,9,,8,,,218,259,,73.4,60.4,86.3,NA,NA,NA,NA,NA,,
27049,Goodhue,2015,508,66.6,10.9,482,10.4,0.6,555,72.8,45,5.9,,,,,,0.051,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,,0.081,,0.126,,,,,,,,,,,,,,,,,,,,0.278,0.154,0.124,,36,0.078,19,0.039,,,482,1038,684.5,162,269.2,,,,,,,,,,,,,,,,,,,,,110,120,,33,18,30,20,9,4,8,5,,,,,,,,,,,,,,,,
27049,Goodhue,2016,496,65.6,10.6,460,10.4,0.2,542,71.7,42,5.6,,,,,,0.04,,0.02,,,,,,,7.1,32.7,16.1,9.4,39,19.8,,,,,,,,,,,,,,,,,,0.399,0.04,0.12,,0.17,,,,,,,,,,,,,,,,,,,,0.292,0.173,0.119,,37,0.076,24,0.049,,,460,985.5,636.6,144,230.3,,,,,,,,,,,,,,,,,,,,,103,108,,28,25,23,26,9,,6,,6,5,,,,,,,,,,,,,,
27049,Goodhue,2020,484,62.7,10.4,585,12.6,2.2,530,68.7,42,5.4,4,NA,161,0.333,34,0.07,6,NA,4,8,12,7,11,18,NA,NA,NA,NA,NA,NA,427,13,8,12,2,22,26,81,114,78,127,54,159,32,42,*,59,0.329,0.066,0.087,*,0.122,423,37,130,209,97,6,0.874,0.076,0.269,0.432,0.2,NA,331,2,150,,,0.684,NA,0.31,,,464,21,0.045,12,NA,1,NA,585,1263,828.7,195,306.8,2,0,1,1,2,11,18,56,182,312,NA,NA,NA,NA,NA,NA,NA,563.7,2549.7,12515,109,132,42,30,26,26,37,12,,,,,8,10,235.3,285,90.7,64.8,79.9,56.1,56.1,NA,,,,NA,NA
27051,Grant,2016,72,82.6,12.1,71,11.7,0.4,72,82.6,,,,,,,,0.069,,NA,,,,,,,3.6,46.7,18.8,3.6,53.3,21.1,,,,,,,,,,,,,,,,,,0.25,0,0.06,,0.1,,,,,,,,,,,,,,,,,,,,0.32,0.181,0.139,,5,0.074,5,0.074,,,71,1192.1,676.9,27,346.4,,,,,,,,,,,,,,,,,,,,,12,19,,2,4,1,0,3,,0,,2,2,,,,,,,,,,,,,,
27051,Grant,2015,73,84.6,12.4,69,11.7,0.7,76,88.1,,,,,,,,0.027,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,,0.096,,0.11,,,,,,,,,,,,,,,,,,,,0.219,0.123,0.096,,7,0.104,6,0.085,,,69,1168.9,638.6,19,NA,,,,,,,,,,,,,,,,,,,,,18,18,,4,5,1,1,3,0,1,0,,,,,,,,,,,,,,,,
27051,Grant,2017,60,67.8,10.1,66,11.1,-1,63,71.2,2,NA,1,NA,20,0.333,5,NA,1,NA,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,56,1,1,0,0,2,1,5,14,9,17,6,10,1,2,25,6,NA,NA,NA,0.417,NA,54,3,2,30,23,1,0.9,NA,NA,0.5,0.383,NA,49,2,9,5,4,0.817,NA,NA,NA,NA,56,3,NA,1,NA,0,NA,66,1110.9,664.8,24,346.1,0,0,0,0,0,4,4,9,10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,9725.7,17,20,,1,5,2,1,1,1,1,,1,,,NA,336.6,,NA,NA,NA,NA,NA,NA,NA,NA,,
27051,Grant,2020,65,69.1,10.8,81,13.4,-2.7,65,69.1,0,NA,0,NA,30,0.462,2,NA,1,NA,0,2,2,0,2,2,NA,NA,NA,NA,NA,NA,59,0,1,0,0,5,2,10,14,17,16,6,17,2,8,*,6,NA,NA,NA,*,NA,55,2,2,23,32,4,0.846,NA,NA,0.354,0.492,NA,41,2,22,,,0.631,NA,0.338,,,65,7,NA,5,NA,3,NA,81,1344.2,824.9,33,446.4,1,1,0,0,0,3,5,9,22,40,NA,NA,NA,NA,NA,NA,NA,NA,2127.7,9592.3,18,14,7,5,5,3,0,1,,,,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA
27051,Grant,2018,47,50.2,7.8,69,11.5,-3.7,49,52.4,1,NA,1,NA,14,NA,1,NA,1,NA,0,2,2,0,2,2,NA,NA,NA,NA,NA,NA,45,0,0,1,1,0,0,2,11,10,10,4,11,0,4,28,3,NA,NA,NA,0.596,NA,42,0,2,19,23,3,0.894,NA,NA,NA,0.489,NA,34,1,12,,,0.723,NA,NA,,,47,7,NA,4,NA,0,NA,69,1146,650.3,29,323.1,0,0,0,0,1,0,3,7,24,34,NA,NA,NA,NA,NA,NA,NA,NA,2444,8478.8,17,15,,2,6,3,4,1,2,1,,1,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27051,Grant,2019,76,83.2,12.7,64,10.7,2,77,84.2,1,NA,0,NA,22,0.289,4,NA,0,NA,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,69,1,1,2,1,2,3,8,15,21,17,2,23,3,6,40,11,0.303,NA,NA,0.526,NA,68,1,3,36,34,2,0.895,NA,NA,0.474,0.447,NA,56,3,17,,,0.737,NA,NA,,,72,7,NA,3,NA,0,NA,64,1071.7,576.9,16,185.8,0,0,0,0,0,0,1,7,21,35,NA,NA,NA,NA,NA,NA,NA,NA,2046.8,8599.5,6,13,,1,6,5,4,3,0,1,,0,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27053,Hennepin,2020,14835,55.5,11.7,10641,8.4,3.3,17751,66.4,2840,10.6,76,5.1,6009,0.405,1026,0.069,159,0.018,88,220,308,142,402,544,4,15.7,8.6,6.4,28.7,15.1,8213,3530,162,1500,63,1367,1525,2144,2117,969,4772,3224,4626,4153,1795,*,476,0.312,0.28,0.121,*,0.032,11874,1730,2155,6233,4542,43,0.8,0.117,0.145,0.42,0.306,0.003,10372,284,4172,,,0.699,0.019,0.281,,,14289,1025,0.072,793,0.055,136,0.01,10641,838.9,736.8,4384,286.6,67,14,8,12,38,336,494,1498,3013,5161,426.9,NA,NA,NA,52.1,115.9,195.9,642.3,2088.7,11386.9,1896,1450,1283,822,394,488,469,287,,,,,197,212,149.5,114.3,101.2,64.8,37,31.1,38.5,22.6,,,,15.5,16.7
27053,Hennepin,2018,15845,60,12.6,8767,7,5.6,19252,72.9,3309,12.5,98,6.1,6225,0.393,1084,0.068,166,0.017,80,261,341,145,437,582,3.8,18.2,9.6,6.9,30.5,16.4,8961,3648,153,1663,70,1350,1176,1452,1823,1048,5085,3237,4685,4542,1856,6375,548,0.296,0.287,0.117,0.402,0.035,12437,1766,1348,6187,6289,38,0.785,0.111,0.085,0.39,0.397,0.002,11318,281,4240,,,0.714,0.018,0.268,,,15268,1115,0.073,873,0.057,148,0.01,8767,696.1,623.4,3532,237.7,80,14,9,10,25,211,370,1344,2340,4364,478.1,NA,NA,NA,34.9,72,150.6,564.1,1839.4,9992.9,1870,1470,,680,420,451,435,236,139,123,,151,,,148.5,116.7,,54,34.5,33.3,35.8,18.7,9.8,11,12,,
27053,Hennepin,2017,16322,62.1,13,8877,7.1,5.9,19844,75.6,3416,13,106,6.5,6758,0.414,1089,0.067,166,0.017,109,322,431,192,492,684,5.1,23.1,12.3,9.1,35.3,19.5,9097,3714,148,1781,159,1423,1342,1378,1894,1155,4840,3309,4903,4852,1904,6884,647,0.3,0.297,0.117,0.422,0.04,12748,2040,1425,6432,6127,49,0.781,0.125,0.087,0.394,0.375,0.003,11611,251,4456,2864,1592,0.711,0.015,0.273,0.175,0.098,15676,1163,0.074,893,0.057,168,0.011,8877,709,643.3,3572,244.3,72,12,5,6,27,234,430,1327,2313,4451,430.3,NA,NA,NA,37.7,79.8,175,556.9,1818.2,10192.1,1933,1455,,683,425,452,486,255,125,154,,150,,,154.4,116.2,,54.6,38.8,33.9,36.1,20.4,12.3,10,12,,
27053,Hennepin,2019,15430,57.9,12.2,8995,7.1,5.1,18717,70.3,3210,12.1,77,5,6113,0.396,1065,0.069,155,0.017,91,278,369,163,434,597,4.2,19.2,10.3,7.6,30,16.6,8519,3688,148,1638,91,1346,1198,1430,1698,1032,4758,3364,4676,4429,1909,6276,507,0.303,0.287,0.124,0.407,0.033,12212,1754,1440,6170,5890,55,0.791,0.114,0.093,0.4,0.382,0.004,10877,303,4228,,,0.705,0.02,0.274,,,14864,1139,0.077,901,0.061,154,0.01,8995,710.6,629.8,3731,248.5,77,16,8,7,26,262,446,1306,2483,4364,477.7,NA,NA,NA,35.6,89.9,178.3,555.7,1789.6,9718.3,1982,1447,,662,370,437,474,244,108,156,,149,,,156.6,114.3,,52.3,37.4,29.2,34.5,19.3,12.3,8.5,11.8,,
27053,Hennepin,2015,16829,65.5,13.8,8496,6.9,6.8,20264,78.9,3312,12.9,,,,,,0.06,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,0.128,,0.049,,,,,,,,,,,,,,,,,,,,0.258,0.161,0.097,,1354,0.087,864,0.053,,,8496,694.6,639.1,3354,240.3,,,,,,,,,,,,,,,,,,,,,1977,1358,,542,426,422,315,241,144,143,127,,,,,,,,,,,,,,,,
27053,Hennepin,2016,16485,64,13.4,8507,6.9,6.4,19966,77.5,3350,13,,,,,,0.065,,0.018,,,,,,,6.8,24.9,14.1,10.4,38.9,21.9,,,,,,,,,,,,,,,,,,0.305,0.3,0.12,,0.05,,,,,,,,,,,,,,,,,,,,0.257,0.162,0.095,,1112,0.07,876,0.055,,,8506,690.2,630.3,3380,239.7,,,,,,,,,,,,,,,,,,,,,1838,1355,,610,443,415,410,243,,134,,136,141,,,,,,,,,,,,,,
27055,Houston,2015,194,65.5,10.3,206,11,-0.6,206,69.5,12,,,,,,,0.041,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,,0.237,,0.093,,,,,,,,,,,,,,,,,,,,0.242,0.16,0.082,,9,0.06,5,0.027,,,206,1097.3,658.4,58,228.6,,,,,,,,,,,,,,,,,,,,,44,48,,17,8,11,7,6,2,2,4,,,,,,,,,,,,,,,,
27055,Houston,2016,187,64.1,9.9,162,11,-1,198,67.8,10,,,,,,,0.038,,0.017,,,,,,,4,24.5,11.1,4,28.3,12.4,,,,,,,,,,,,,,,,,,0.251,0.03,0.22,,0.13,,,,,,,,,,,,,,,,,,,,0.221,0.108,0.113,,11,0.06,7,0.038,,,162,861.1,532.7,55,202.5,,,,,,,,,,,,,,,,,,,,,28,40,,11,5,9,3,9,,2,,2,0,,,,,,,,,,,,,,
27055,Houston,2017,229,80.1,12.3,179,9.6,2.7,241,84.3,12,NA,0,NA,80,0.349,10,NA,3,NA,2,0,2,2,1,3,NA,NA,NA,NA,NA,NA,222,3,0,2,2,0,2,30,35,41,75,14,55,4,54,81,24,0.24,NA,0.236,0.354,0.105,10,0,2,3,5,218,NA,NA,NA,NA,NA,0.952,177,1,51,27,24,0.773,NA,0.223,0.118,0.105,223,10,NA,6,NA,2,NA,179,959.3,604.6,53,218.8,2,0,0,0,0,3,6,21,38,109,NA,NA,NA,NA,NA,NA,NA,472.1,1382.3,9775.8,41,39,,8,13,13,8,3,4,1,,3,,,219.7,209,,NA,NA,NA,NA,NA,NA,NA,NA,,
27055,Houston,2018,183,64.2,9.9,202,10.9,-1,192,67.3,8,NA,1,NA,55,0.301,13,NA,3,NA,1,2,3,1,3,4,NA,NA,NA,NA,NA,NA,176,1,2,3,0,1,1,26,21,49,46,21,54,5,50,65,14,0.295,NA,0.273,0.355,NA,8,0,0,5,3,175,NA,NA,NA,NA,NA,0.956,146,2,35,,,0.798,NA,0.191,,,174,5,NA,5,NA,0,NA,202,1087.3,633.3,72,239.8,0,0,0,0,0,3,1,32,56,110,NA,NA,NA,NA,NA,NA,NA,719.4,2037.1,9865.5,44,53,,9,6,10,15,6,2,4,,0,,,236.8,285.3,,NA,NA,NA,NA,NA,NA,NA,NA,,
27055,Houston,2020,203,69.6,10.9,223,12,-1.1,213,73,10,NA,0,NA,67,0.33,9,NA,1,NA,1,3,4,2,4,6,NA,NA,NA,NA,NA,NA,195,5,1,2,0,0,4,35,33,42,67,22,67,2,55,*,19,0.33,NA,0.271,*,NA,13,1,3,4,9,186,NA,NA,NA,NA,NA,0.916,161,0,42,,,0.793,NA,0.207,,,191,11,NA,8,NA,1,NA,223,1196.9,686.7,65,241.7,1,0,1,0,2,3,5,18,52,141,NA,NA,NA,NA,NA,NA,NA,NA,1667.7,12368.4,41,51,12,10,10,10,23,6,,,,,1,3,220.1,273.7,NA,NA,123.4,NA,NA,NA,,,,NA,NA
27055,Houston,2019,188,65.4,10.1,192,10.3,-0.2,194,67.5,6,NA,0,NA,69,0.367,11,NA,1,NA,0,2,2,0,3,3,NA,NA,NA,NA,NA,NA,183,0,0,3,1,1,4,22,23,41,59,23,40,5,40,56,15,0.213,NA,0.213,0.298,NA,9,0,0,5,5,178,NA,NA,NA,NA,NA,0.947,136,0,52,,,0.723,NA,0.277,,,180,14,NA,9,NA,2,NA,192,1032.3,588.3,56,192,1,0,0,1,1,0,3,21,51,114,NA,NA,NA,NA,NA,NA,NA,503.5,1700.6,10354.2,24,44,,10,10,8,12,10,2,2,,4,,,129,236.6,,NA,NA,NA,NA,NA,NA,NA,NA,,
27057,Hubbard,2016,206,71.9,9.9,208,9.2,0.8,212,74,6,,,,,,,0.102,,0.027,,,,,,,9.3,47.9,20.8,9.3,56.6,23.4,,,,,,,,,,,,,,,,,,0.422,0.01,0.2,,0.2,,,,,,,,,,,,,,,,,,,,0.257,0.092,0.165,,10,0.05,6,0.03,,,208,1004,655.4,83,290.1,,,,,,,,,,,,,,,,,,,,,51,36,,15,11,5,14,9,,2,,2,2,,,,,,,,,,,,,,
27057,Hubbard,2015,219,76.6,10.6,189,9.2,1.5,228,79.7,6,,,,,,,0.069,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411,,0.201,,0.169,,,,,,,,,,,,,,,,,,,,0.28,0.119,0.161,,11,0.054,9,0.042,,,189,915,591.7,74,238.4,,,,,,,,,,,,,,,,,,,,,51,32,,13,10,10,7,3,1,3,4,,,,,,,,,,,,,,,,
27057,Hubbard,2017,216,73.4,10.3,216,10.3,0,222,75.4,5,NA,1,NA,68,0.315,20,0.093,3,NA,5,10,15,5,10,15,NA,NA,NA,NA,NA,NA,182,2,14,5,1,12,14,31,25,27,42,16,81,15,48,128,39,0.375,NA,0.222,0.593,0.181,176,26,14,101,70,5,0.815,0.12,NA,0.468,0.324,NA,150,4,62,30,32,0.694,NA,0.287,0.139,0.148,212,18,NA,16,NA,4,NA,216,1027.7,599.1,87,228.8,1,1,1,0,0,1,2,28,84,98,NA,NA,NA,NA,NA,NA,NA,561.1,2075.1,8298.1,63,36,,6,11,8,18,11,0,3,,4,,,299.7,171.3,,NA,NA,NA,NA,NA,NA,NA,NA,,
27057,Hubbard,2018,200,67,9.4,230,10.8,-1.4,209,70,7,NA,2,NA,58,0.29,15,NA,5,NA,2,10,12,2,10,12,NA,NA,NA,NA,NA,NA,180,3,7,6,0,4,6,34,27,43,34,15,78,14,33,125,39,0.39,NA,0.165,0.625,0.195,172,14,15,110,54,7,0.86,NA,NA,0.55,0.27,NA,151,4,45,,,0.755,NA,0.225,,,190,16,NA,11,NA,3,NA,230,1078.2,688.6,95,308.8,0,0,0,0,0,6,8,45,68,103,NA,NA,NA,NA,NA,NA,NA,901.8,1679.8,8721.4,63,39,,13,12,10,16,5,4,3,,1,,,295.3,182.8,,NA,NA,NA,NA,NA,NA,NA,NA,,
27057,Hubbard,2019,203,67.7,9.4,234,10.9,-1.4,210,70.1,5,NA,2,NA,57,0.281,20,0.099,4,NA,1,11,12,1,13,14,NA,NA,NA,NA,NA,NA,187,0,10,0,1,5,9,25,40,32,33,19,84,6,29,128,26,0.414,NA,0.143,0.631,0.128,168,14,14,108,57,6,0.828,NA,NA,0.532,0.281,NA,144,7,52,,,0.709,NA,0.256,,,201,12,NA,11,NA,1,NA,234,1088.8,677.9,94,285.6,0,0,1,0,2,3,10,32,84,102,NA,NA,NA,NA,NA,NA,NA,657.5,1981.1,8622.1,47,52,,9,12,7,21,10,3,8,,2,,,218.7,242,,NA,97.7,NA,NA,NA,NA,NA,NA,,
27057,Hubbard,2020,208,68.1,9.5,262,12,-2.5,216,70.7,6,NA,2,NA,71,0.341,19,NA,3,NA,2,10,12,2,11,13,NA,NA,NA,NA,NA,NA,184,3,8,4,3,6,26,49,45,27,42,16,81,11,27,*,31,0.389,NA,0.13,*,0.149,166,19,26,99,50,11,0.798,NA,0.125,0.476,0.24,NA,134,9,64,,,0.644,NA,0.308,,,198,12,NA,11,NA,4,NA,262,1202.8,719.4,88,269.2,2,0,0,0,0,7,5,30,88,130,NA,NA,NA,NA,NA,NA,NA,624.5,2002.7,10015.4,50,55,37,14,10,11,17,8,,,,,7,2,229.5,252.5,169.9,NA,NA,NA,NA,NA,,,,NA,NA
27059,Isanti,2018,475,66.8,11.9,345,8.6,3.3,522,73.5,42,5.9,5,NA,169,0.356,35,0.074,1,NA,0,7,7,0,13,13,NA,NA,NA,NA,NA,NA,434,10,5,9,0,17,9,78,100,72,88,32,171,18,37,221,64,0.36,NA,0.078,0.465,0.135,405,37,43,251,140,2,0.853,0.078,0.091,0.528,0.295,NA,332,3,140,,,0.699,NA,0.295,,,463,30,0.065,23,0.05,3,NA,345,863.2,728,153,316,4,0,0,0,1,11,23,45,110,151,NA,NA,NA,NA,NA,NA,309.9,521.3,2361.5,10370.9,87,62,,20,15,23,15,13,4,11,,5,,,217.7,155.1,,50,NA,NA,57.5,NA,NA,NA,NA,,
27059,Isanti,2020,454,61.2,11,368,8.9,2.1,497,66.9,40,5.4,3,NA,165,0.363,26,0.057,6,NA,1,10,11,1,13,14,NA,NA,NA,NA,NA,NA,420,5,4,9,3,13,25,103,106,92,95,30,156,16,27,*,47,0.344,NA,0.059,*,0.104,389,28,89,235,93,5,0.857,0.062,0.196,0.518,0.205,NA,325,6,122,,,0.716,NA,0.269,,,443,31,0.07,23,0.052,1,NA,368,888.3,718.1,141,264.2,2,0,0,0,2,9,14,48,101,192,NA,NA,NA,NA,NA,NA,NA,547.4,1933.4,11300.8,75,70,31,27,23,20,14,4,,,,,2,4,181,169,74.8,65.2,NA,55.5,48.3,NA,,,,NA,NA
27059,Isanti,2019,441,60.9,10.9,346,8.5,2.3,495,68.4,51,7,3,NA,162,0.367,27,0.061,4,NA,0,6,6,2,8,10,NA,NA,NA,NA,NA,NA,406,14,1,8,2,10,12,67,99,53,91,24,161,17,44,198,60,0.365,NA,0.1,0.449,0.136,383,29,33,239,136,2,0.868,0.066,0.075,0.542,0.308,NA,309,4,128,,,0.701,NA,0.29,,,431,40,0.093,29,0.067,6,NA,346,852.3,692.4,139,266.5,5,1,0,0,1,6,14,47,105,167,NA,NA,NA,NA,NA,NA,NA,544,2060.4,10220.3,76,62,,29,15,21,12,14,6,9,,6,,,187.2,152.7,,71.4,NA,NA,51.7,NA,NA,NA,NA,,
27059,Isanti,2015,456,66.7,11.9,291,7.6,4.3,500,73.1,41,6,,,,,,0.042,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,,0.072,,0.163,,,,,,,,,,,,,,,,,,,,0.21,0.162,0.048,,39,0.089,11,0.025,,,291,757.2,642.4,128,264.1,,,,,,,,,,,,,,,,,,,,,67,45,,16,26,12,10,12,4,10,5,,,,,,,,,,,,,,,,
27059,Isanti,2016,444,64.3,11.4,339,7.6,3.8,493,71.4,47,6.8,,,,,,0.043,,0.011,,,,,,,4.6,25.9,12,6.7,33.8,16.1,,,,,,,,,,,,,,,,,,0.354,0.03,0.07,,0.14,,,,,,,,,,,,,,,,,,,,0.281,0.182,0.099,,24,0.055,16,0.037,,,339,868.7,734.7,140,292.2,,,,,,,,,,,,,,,,,,,,,80,65,,23,20,18,12,7,,7,,6,6,,,,,,,,,,,,,,
27059,Isanti,2017,430,60.7,10.9,319,8.1,2.8,472,66.6,39,5.5,3,NA,159,0.37,21,0.049,2,NA,2,15,17,2,19,21,NA,NA,NA,NA,NA,17.9,399,9,0,7,3,12,9,51,98,61,76,33,169,13,45,219,75,0.393,NA,0.105,0.509,0.174,375,27,48,241,110,1,0.872,0.063,0.112,0.56,0.256,NA,296,4,130,96,34,0.688,NA,0.302,0.223,0.079,415,26,0.063,16,NA,2,NA,319,805.9,692.1,128,260.7,4,0,0,1,0,6,17,52,79,160,NA,NA,NA,NA,NA,NA,NA,602.3,1696,10989,77,64,,20,23,19,17,7,6,3,,6,,,194.5,161.7,,50.5,NA,58.1,NA,NA,NA,NA,NA,,
27061,Itasca,2017,466,68.8,10.3,503,11.1,-0.8,501,74,34,5,1,NA,158,0.339,31,0.067,4,NA,6,17,23,6,21,27,NA,NA,18.9,NA,51.5,22.2,413,5,39,1,3,5,16,37,69,75,104,28,204,4,106,263,95,0.438,NA,0.227,0.564,0.204,384,42,53,252,113,1,0.824,0.09,0.114,0.541,0.242,NA,329,6,131,84,47,0.706,NA,0.281,0.18,0.101,452,34,0.075,23,0.051,3,NA,503,1114.4,682.8,199,294.2,3,1,0,0,3,9,15,61,169,242,NA,NA,NA,NA,NA,NA,NA,585.4,2179,9649.1,115,95,,38,39,26,23,6,11,14,,6,,,254.8,210.5,,84.2,51,86.4,57.6,NA,NA,NA,NA,,
27061,Itasca,2018,440,65,9.8,550,12.2,-2.4,477,70.4,34,5,3,NA,149,0.339,18,NA,1,NA,2,23,25,3,25,28,NA,57.2,20.3,NA,62.2,22.7,391,4,30,2,3,10,8,45,78,56,83,34,204,6,85,260,110,0.464,NA,0.193,0.591,0.25,370,46,44,219,125,0,0.841,0.105,0.1,0.498,0.284,NA,299,9,132,,,0.68,NA,0.3,,,421,39,0.093,24,0.057,3,NA,550,1219.3,735.6,220,313.9,0,0,1,0,1,8,20,68,191,261,NA,NA,NA,NA,NA,NA,266.1,652.6,2462.6,10406.7,123,112,,39,32,26,30,12,14,9,,9,,,272.7,248.3,,86.5,66.5,70.9,57.6,NA,NA,NA,NA,,
27061,Itasca,2020,362,52.9,8,559,12.3,-4.4,395,57.7,32,4.7,1,NA,129,0.356,21,0.058,6,NA,4,12,16,5,15,20,NA,NA,NA,NA,NA,15.8,331,2,22,0,2,5,26,85,78,55,78,38,156,3,69,*,87,0.431,NA,0.191,*,0.24,314,29,31,195,106,1,0.867,0.08,0.086,0.539,0.293,NA,246,8,108,,,0.68,NA,0.298,,,352,27,0.077,21,0.06,1,NA,559,1234.9,773,226,361.6,3,0,0,1,1,14,26,87,156,271,NA,NA,NA,NA,NA,NA,345.5,892.5,1791.3,10272.9,116,104,36,39,21,28,41,9,,,,,17,8,256.3,229.7,79.5,86.2,90.6,46.4,61.9,NA,,,,NA,NA
27061,Itasca,2019,429,63.1,9.5,507,11.2,-1.7,454,66.8,24,3.5,1,NA,146,0.34,29,0.068,7,NA,4,17,21,4,18,22,NA,NA,16.7,NA,NA,17.5,380,5,39,1,0,4,6,41,93,67,84,32,169,3,70,217,79,0.394,NA,0.163,0.506,0.184,380,35,36,232,119,2,0.886,0.082,0.084,0.541,0.277,NA,300,10,119,,,0.699,NA,0.277,,,418,40,0.096,26,0.062,6,NA,507,1123.4,693,223,334.2,0,4,0,0,2,6,25,75,166,229,NA,NA,NA,NA,NA,NA,331.6,749.9,1991.6,9005.1,126,110,,26,24,25,18,18,10,6,,6,,,279.2,243.7,,57.6,NA,53.2,55.4,NA,NA,NA,NA,,
