tract2010,county,year,povLevel,fips,zip,povTract,numCounty,pctCounty,numZip,pctZip,numTract,pctTract
27057070200,Hubbard,2017,Lower than Minnesota,27057,56470,7.1,408.3,2,22.4,0.2,0,0
27057070100,Hubbard,2017,Same as Minnesota,27057,56461,9.8,408.3,2,0,0,0,0
27057070300,Hubbard,2017,Same as Minnesota,27057,56461,8,408.3,2,0,0,0,0
27059130600,Isanti,2017,Lower than Minnesota,27059,55371,4,2802.7,7.3,473.4,2.9,0,0
27059130100,Isanti,2017,Lower than Minnesota,27059,55017,7.6,2802.7,7.3,0,0,0,0
27059130302,Isanti,2017,Same as Minnesota,27059,55008,7.4,2802.7,7.3,539.4,3.5,0,9.5
27059130501,Isanti,2017,Lower than Minnesota,27059,55040,4.8,2802.7,7.3,400.3,3.1,0,1.7
27059130502,Isanti,2017,Same as Minnesota,27059,55040,7.1,2802.7,7.3,400.3,3.1,0,8.1
27059130200,Isanti,2017,Higher than Minnesota,27059,55080,16.7,2802.7,7.3,48.9,2,0,4.1
27059130301,Isanti,2017,Lower than Minnesota,27059,55008,7.1,2802.7,7.3,539.4,3.5,0,19.8
27059130400,Isanti,2017,Lower than Minnesota,27059,55056,4.6,2802.7,7.3,445.3,3.2,0,0
27061480600,Itasca,2017,Lower than Minnesota,27061,55793,7.1,2362,5.2,0,0,0,0
27061480100,Itasca,2017,Same as Minnesota,27061,56628,13.5,2362,5.2,0,0,0,0
27061480400,Itasca,2017,Lower than Minnesota,27061,55723,7.4,2362,5.2,0,0,0,0
27061940000,Itasca,2017,Higher than Minnesota,27061,56636,15.6,2362,5.2,0,0,0,0
27061481000,Itasca,2017,Higher than Minnesota,27061,55709,15.1,2362,5.2,5.9,0.2,0,1.6
27061480500,Itasca,2017,Higher than Minnesota,27061,55769,18.2,2362,5.2,0,0,0,0
27061480801,Itasca,2017,Same as Minnesota,27061,55744,11.9,2362,5.2,266.7,1.3,0,0
